Possibility,Actor1,Actor2,Actor3,Actor4,Actor1_FirstFrame,Actor2_FirstFrame,Actor3_FirstFrame,Actor4_FirstFrame,Question,Answer,Options
42,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,47,152,225,"What will be the first-time appearance order of the following categories in the video: bedstool, couch, standing lamp, heater?",C,"['A. couch, bedstool, heater, standing lamp', 'B. standing lamp, bedstool, heater, couch', 'C. standing lamp, heater, couch, bedstool', 'D. couch, standing lamp, bedstool, heater']"
43,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,47,152,234,"What will be the first-time appearance order of the following categories in the video: couch, standing lamp, suitcase, heater?",A,"['A. standing lamp, heater, couch, suitcase', 'B. couch, suitcase, heater, standing lamp', 'C. suitcase, heater, standing lamp, couch', 'D. standing lamp, couch, suitcase, heater']"
44,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,47,152,245,"What will be the first-time appearance order of the following categories in the video: couch, heater, night stand, standing lamp?",B,"['A. standing lamp, night stand, heater, couch', 'B. standing lamp, heater, couch, night stand', 'C. night stand, heater, couch, standing lamp', 'D. standing lamp, couch, night stand, heater']"
45,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,47,152,273,"What will be the first-time appearance order of the following categories in the video: bed, couch, standing lamp, heater?",C,"['A. heater, couch, bed, standing lamp', 'B. couch, heater, standing lamp, bed', 'C. standing lamp, heater, couch, bed', 'D. heater, bed, standing lamp, couch']"
46,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,47,208,223,"What will be the first-time appearance order of the following categories in the video: plant, heater, standing lamp, coatrack?",A,"['A. standing lamp, heater, coatrack, plant', 'B. coatrack, standing lamp, heater, plant', 'C. standing lamp, plant, heater, coatrack', 'D. heater, plant, coatrack, standing lamp']"
47,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,47,208,225,"What will be the first-time appearance order of the following categories in the video: bedstool, standing lamp, heater, coatrack?",C,"['A. coatrack, heater, bedstool, standing lamp', 'B. bedstool, heater, standing lamp, coatrack', 'C. standing lamp, heater, coatrack, bedstool', 'D. bedstool, coatrack, standing lamp, heater']"
48,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,47,208,234,"What will be the first-time appearance order of the following categories in the video: coatrack, heater, suitcase, standing lamp?",B,"['A. coatrack, suitcase, standing lamp, heater', 'B. standing lamp, heater, coatrack, suitcase', 'C. heater, suitcase, standing lamp, coatrack', 'D. suitcase, coatrack, standing lamp, heater']"
49,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,47,208,245,"What will be the first-time appearance order of the following categories in the video: coatrack, night stand, heater, standing lamp?",D,"['A. standing lamp, coatrack, heater, night stand', 'B. night stand, standing lamp, heater, coatrack', 'C. heater, standing lamp, night stand, coatrack', 'D. standing lamp, heater, coatrack, night stand']"
50,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,47,208,273,"What will be the first-time appearance order of the following categories in the video: bed, standing lamp, coatrack, heater?",A,"['A. standing lamp, heater, coatrack, bed', 'B. bed, standing lamp, coatrack, heater', 'C. coatrack, standing lamp, bed, heater', 'D. standing lamp, coatrack, bed, heater']"
51,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,47,210,223,"What will be the first-time appearance order of the following categories in the video: heater, window, standing lamp, plant?",A,"['A. standing lamp, heater, window, plant', 'B. heater, plant, standing lamp, window', 'C. window, standing lamp, plant, heater', 'D. plant, heater, window, standing lamp']"
52,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,47,210,225,"What will be the first-time appearance order of the following categories in the video: window, standing lamp, heater, bedstool?",C,"['A. standing lamp, bedstool, window, heater', 'B. heater, bedstool, window, standing lamp', 'C. standing lamp, heater, window, bedstool', 'D. window, bedstool, standing lamp, heater']"
53,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,47,210,234,"What will be the first-time appearance order of the following categories in the video: standing lamp, window, heater, suitcase?",C,"['A. window, heater, suitcase, standing lamp', 'B. heater, suitcase, standing lamp, window', 'C. standing lamp, heater, window, suitcase', 'D. heater, window, suitcase, standing lamp']"
54,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,47,210,245,"What will be the first-time appearance order of the following categories in the video: window, night stand, standing lamp, heater?",D,"['A. heater, night stand, window, standing lamp', 'B. standing lamp, heater, night stand, window', 'C. window, standing lamp, night stand, heater', 'D. standing lamp, heater, window, night stand']"
55,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,47,210,273,"What will be the first-time appearance order of the following categories in the video: heater, standing lamp, window, bed?",C,"['A. heater, standing lamp, window, bed', 'B. standing lamp, heater, bed, window', 'C. standing lamp, heater, window, bed', 'D. window, heater, bed, standing lamp']"
56,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,47,211,223,"What will be the first-time appearance order of the following categories in the video: heater, plant, shoesrack, standing lamp?",B,"['A. shoesrack, heater, standing lamp, plant', 'B. standing lamp, heater, shoesrack, plant', 'C. plant, heater, standing lamp, shoesrack', 'D. standing lamp, heater, plant, shoesrack']"
57,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,47,211,225,"What will be the first-time appearance order of the following categories in the video: bedstool, standing lamp, shoesrack, heater?",C,"['A. bedstool, standing lamp, shoesrack, heater', 'B. shoesrack, heater, bedstool, standing lamp', 'C. standing lamp, heater, shoesrack, bedstool', 'D. standing lamp, bedstool, heater, shoesrack']"
58,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,47,211,234,"What will be the first-time appearance order of the following categories in the video: suitcase, standing lamp, heater, shoesrack?",D,"['A. suitcase, heater, shoesrack, standing lamp', 'B. standing lamp, heater, suitcase, shoesrack', 'C. shoesrack, standing lamp, heater, suitcase', 'D. standing lamp, heater, shoesrack, suitcase']"
59,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,47,211,245,"What will be the first-time appearance order of the following categories in the video: shoesrack, standing lamp, heater, night stand?",A,"['A. standing lamp, heater, shoesrack, night stand', 'B. night stand, heater, shoesrack, standing lamp', 'C. night stand, heater, standing lamp, shoesrack', 'D. shoesrack, night stand, heater, standing lamp']"
60,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,47,211,273,"What will be the first-time appearance order of the following categories in the video: heater, bed, standing lamp, shoesrack?",A,"['A. standing lamp, heater, shoesrack, bed', 'B. heater, standing lamp, shoesrack, bed', 'C. shoesrack, heater, standing lamp, bed', 'D. heater, standing lamp, bed, shoesrack']"
61,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,47,223,234,"What will be the first-time appearance order of the following categories in the video: suitcase, heater, plant, standing lamp?",A,"['A. standing lamp, heater, plant, suitcase', 'B. plant, standing lamp, suitcase, heater', 'C. standing lamp, suitcase, heater, plant', 'D. standing lamp, plant, heater, suitcase']"
62,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,47,223,245,"What will be the first-time appearance order of the following categories in the video: standing lamp, plant, heater, night stand?",D,"['A. plant, standing lamp, night stand, heater', 'B. night stand, standing lamp, plant, heater', 'C. heater, standing lamp, plant, night stand', 'D. standing lamp, heater, plant, night stand']"
63,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,47,223,273,"What will be the first-time appearance order of the following categories in the video: plant, bed, heater, standing lamp?",D,"['A. standing lamp, plant, heater, bed', 'B. bed, standing lamp, heater, plant', 'C. heater, bed, plant, standing lamp', 'D. standing lamp, heater, plant, bed']"
64,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,47,225,245,"What will be the first-time appearance order of the following categories in the video: heater, standing lamp, bedstool, night stand?",D,"['A. heater, bedstool, standing lamp, night stand', 'B. night stand, standing lamp, heater, bedstool', 'C. night stand, standing lamp, bedstool, heater', 'D. standing lamp, heater, bedstool, night stand']"
65,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,47,225,273,"What will be the first-time appearance order of the following categories in the video: standing lamp, bedstool, bed, heater?",C,"['A. standing lamp, heater, bed, bedstool', 'B. heater, bedstool, standing lamp, bed', 'C. standing lamp, heater, bedstool, bed', 'D. heater, standing lamp, bed, bedstool']"
66,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,47,234,245,"What will be the first-time appearance order of the following categories in the video: heater, suitcase, night stand, standing lamp?",D,"['A. night stand, suitcase, heater, standing lamp', 'B. night stand, heater, suitcase, standing lamp', 'C. night stand, standing lamp, suitcase, heater', 'D. standing lamp, heater, suitcase, night stand']"
67,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,47,234,273,"What will be the first-time appearance order of the following categories in the video: heater, standing lamp, bed, suitcase?",D,"['A. standing lamp, bed, heater, suitcase', 'B. standing lamp, bed, suitcase, heater', 'C. suitcase, standing lamp, heater, bed', 'D. standing lamp, heater, suitcase, bed']"
68,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,47,245,273,"What will be the first-time appearance order of the following categories in the video: bed, heater, standing lamp, night stand?",D,"['A. night stand, standing lamp, bed, heater', 'B. standing lamp, night stand, heater, bed', 'C. night stand, heater, standing lamp, bed', 'D. standing lamp, heater, night stand, bed']"
69,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,0,48,58,68,"What will be the first-time appearance order of the following categories in the video: standing lamp, sidetable, basket, chair?",B,"['A. chair, basket, sidetable, standing lamp', 'B. standing lamp, chair, basket, sidetable', 'C. sidetable, standing lamp, basket, chair', 'D. sidetable, chair, standing lamp, basket']"
70,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,0,48,58,152,"What will be the first-time appearance order of the following categories in the video: basket, couch, standing lamp, chair?",B,"['A. couch, basket, chair, standing lamp', 'B. standing lamp, chair, basket, couch', 'C. standing lamp, couch, basket, chair', 'D. basket, standing lamp, couch, chair']"
71,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,0,48,58,208,"What will be the first-time appearance order of the following categories in the video: standing lamp, basket, chair, coatrack?",B,"['A. standing lamp, coatrack, basket, chair', 'B. standing lamp, chair, basket, coatrack', 'C. standing lamp, coatrack, chair, basket', 'D. chair, coatrack, basket, standing lamp']"
